,A,Z,0,Schůze,Č. hl.,Klub,Total,M,N
467,4.0,0.0,1.0,2,31,TOP09,7,2.0,0.0
468,6.0,0.0,0.0,2,31,STAN,6,0.0,0.0
470,71.0,2.0,3.0,2,32,ANO,78,1.0,1.0
471,1.0,1.0,7.0,2,32,ODS,25,0.0,16.0
472,0.0,2.0,1.0,2,32,Piráti,22,1.0,18.0
473,21.0,0.0,0.0,2,32,SPD,22,1.0,0.0
474,0.0,7.0,2.0,2,32,ČSSD,15,4.0,2.0
475,14.0,0.0,0.0,2,32,KSČM,15,1.0,0.0
476,0.0,0.0,0.0,2,32,KDU-ČSL,10,1.0,9.0
477,0.0,0.0,1.0,2,32,TOP09,7,2.0,4.0
478,0.0,0.0,0.0,2,32,STAN,6,0.0,6.0
480,4.0,1.0,3.0,2,33,ANO,78,1.0,69.0
481,18.0,0.0,7.0,2,33,ODS,25,0.0,0.0
482,20.0,0.0,1.0,2,33,Piráti,22,1.0,0.0
483,1.0,0.0,0.0,2,33,SPD,22,1.0,20.0
484,8.0,1.0,2.0,2,33,ČSSD,15,4.0,0.0
485,0.0,7.0,0.0,2,33,KSČM,15,1.0,7.0
486,9.0,0.0,0.0,2,33,KDU-ČSL,10,1.0,0.0
487,4.0,0.0,1.0,2,33,TOP09,7,2.0,0.0
488,6.0,0.0,0.0,2,33,STAN,6,0.0,0.0
490,72.0,2.0,3.0,2,34,ANO,78,1.0,0.0
491,0.0,3.0,7.0,2,34,ODS,25,0.0,15.0
492,0.0,2.0,1.0,2,34,Piráti,22,1.0,18.0
493,21.0,0.0,0.0,2,34,SPD,22,1.0,0.0
494,0.0,7.0,2.0,2,34,ČSSD,15,4.0,2.0
495,13.0,1.0,0.0,2,34,KSČM,15,1.0,0.0
496,0.0,0.0,0.0,2,34,KDU-ČSL,10,1.0,9.0
497,0.0,0.0,1.0,2,34,TOP09,7,2.0,4.0
498,0.0,0.0,0.0,2,34,STAN,6,0.0,6.0
500,2.0,3.0,3.0,2,35,ANO,78,1.0,69.0
501,16.0,1.0,8.0,2,35,ODS,25,0.0,0.0
502,20.0,1.0,0.0,2,35,Piráti,22,1.0,0.0
503,0.0,0.0,0.0,2,35,SPD,22,1.0,21.0
504,8.0,1.0,2.0,2,35,ČSSD,15,4.0,0.0
505,0.0,6.0,0.0,2,35,KSČM,15,1.0,8.0
506,9.0,0.0,0.0,2,35,KDU-ČSL,10,1.0,0.0
507,5.0,0.0,1.0,2,35,TOP09,7,1.0,0.0
508,5.0,1.0,0.0,2,35,STAN,6,0.0,0.0
510,74.0,0.0,3.0,2,36,ANO,78,1.0,0.0
511,0.0,1.0,8.0,2,36,ODS,25,0.0,16.0
512,0.0,2.0,0.0,2,36,Piráti,22,1.0,19.0
513,21.0,0.0,0.0,2,36,SPD,22,1.0,0.0
514,0.0,6.0,2.0,2,36,ČSSD,15,4.0,3.0
515,14.0,0.0,0.0,2,36,KSČM,15,1.0,0.0
516,0.0,1.0,0.0,2,36,KDU-ČSL,10,1.0,8.0
517,0.0,1.0,1.0,2,36,TOP09,7,1.0,4.0
518,0.0,1.0,0.0,2,36,STAN,6,0.0,5.0
520,1.0,0.0,3.0,2,37,ANO,78,1.0,73.0
521,16.0,1.0,8.0,2,37,ODS,25,0.0,0.0
522,21.0,0.0,0.0,2,37,Piráti,22,1.0,0.0
523,0.0,0.0,0.0,2,37,SPD,22,1.0,21.0
524,8.0,1.0,2.0,2,37,ČSSD,15,4.0,0.0
525,0.0,7.0,0.0,2,37,KSČM,15,1.0,7.0
526,9.0,0.0,0.0,2,37,KDU-ČSL,10,1.0,0.0
527,5.0,0.0,1.0,2,37,TOP09,7,1.0,0.0
528,5.0,1.0,0.0,2,37,STAN,6,0.0,0.0
530,73.0,1.0,3.0,2,38,ANO,78,1.0,0.0
531,0.0,2.0,8.0,2,38,ODS,25,0.0,15.0
532,0.0,2.0,0.0,2,38,Piráti,22,1.0,19.0
533,21.0,0.0,0.0,2,38,SPD,22,1.0,0.0
534,0.0,6.0,2.0,2,38,ČSSD,15,4.0,3.0
535,14.0,0.0,0.0,2,38,KSČM,15,1.0,0.0
536,0.0,0.0,0.0,2,38,KDU-ČSL,10,1.0,9.0
537,0.0,0.0,1.0,2,38,TOP09,7,1.0,5.0
538,0.0,0.0,0.0,2,38,STAN,6,0.0,6.0
540,1.0,9.0,4.0,2,39,ANO,78,1.0,63.0
541,14.0,3.0,8.0,2,39,ODS,25,0.0,0.0
542,21.0,0.0,0.0,2,39,Piráti,22,1.0,0.0
543,0.0,1.0,0.0,2,39,SPD,22,1.0,20.0
544,8.0,2.0,1.0,2,39,ČSSD,15,4.0,0.0
545,1.0,7.0,0.0,2,39,KSČM,15,1.0,6.0
546,9.0,0.0,0.0,2,39,KDU-ČSL,10,1.0,0.0
547,4.0,1.0,1.0,2,39,TOP09,7,1.0,0.0
548,5.0,1.0,0.0,2,39,STAN,6,0.0,0.0
550,73.0,1.0,3.0,2,40,ANO,78,1.0,0.0
551,0.0,4.0,8.0,2,40,ODS,25,0.0,13.0
552,0.0,2.0,0.0,2,40,Piráti,22,1.0,19.0
553,21.0,0.0,0.0,2,40,SPD,22,1.0,0.0
554,0.0,6.0,1.0,2,40,ČSSD,15,4.0,4.0
555,11.0,3.0,0.0,2,40,KSČM,15,1.0,0.0
556,0.0,0.0,0.0,2,40,KDU-ČSL,10,1.0,9.0
557,0.0,0.0,1.0,2,40,TOP09,7,1.0,5.0
558,0.0,1.0,0.0,2,40,STAN,6,0.0,5.0
560,1.0,7.0,5.0,2,41,ANO,78,1.0,64.0
561,15.0,2.0,8.0,2,41,ODS,25,0.0,0.0
562,20.0,1.0,0.0,2,41,Piráti,22,1.0,0.0
563,0.0,0.0,0.0,2,41,SPD,22,1.0,21.0
564,8.0,2.0,1.0,2,41,ČSSD,15,4.0,0.0
565,1.0,6.0,0.0,2,41,KSČM,15,1.0,7.0
566,9.0,0.0,0.0,2,41,KDU-ČSL,10,1.0,0.0
567,3.0,1.0,1.0,2,41,TOP09,7,1.0,1.0
568,4.0,2.0,0.0,2,41,STAN,6,0.0,0.0
570,66.0,6.0,5.0,2,42,ANO,78,1.0,0.0
571,0.0,4.0,8.0,2,42,ODS,25,0.0,13.0
572,0.0,1.0,0.0,2,42,Piráti,22,1.0,20.0
573,21.0,0.0,0.0,2,42,SPD,22,1.0,0.0
574,0.0,6.0,1.0,2,42,ČSSD,15,4.0,4.0
575,11.0,3.0,0.0,2,42,KSČM,15,1.0,0.0
576,0.0,1.0,0.0,2,42,KDU-ČSL,10,1.0,8.0
577,1.0,1.0,1.0,2,42,TOP09,7,1.0,3.0
578,0.0,3.0,0.0,2,42,STAN,6,0.0,3.0
580,1.0,3.0,3.0,2,43,ANO,78,1.0,70.0
581,14.0,3.0,8.0,2,43,ODS,25,0.0,0.0
582,19.0,1.0,1.0,2,43,Piráti,22,1.0,0.0
583,0.0,0.0,1.0,2,43,SPD,22,1.0,20.0
584,8.0,2.0,1.0,2,43,ČSSD,15,4.0,0.0
585,1.0,6.0,0.0,2,43,KSČM,15,1.0,7.0
586,8.0,1.0,0.0,2,43,KDU-ČSL,10,1.0,0.0
587,4.0,1.0,1.0,2,43,TOP09,7,1.0,0.0
588,4.0,2.0,0.0,2,43,STAN,6,0.0,0.0
590,73.0,1.0,3.0,2,44,ANO,78,1.0,0.0
591,0.0,3.0,8.0,2,44,ODS,25,0.0,14.0
592,0.0,1.0,1.0,2,44,Piráti,22,1.0,19.0
593,20.0,0.0,1.0,2,44,SPD,22,1.0,0.0
594,0.0,6.0,1.0,2,44,ČSSD,15,4.0,4.0
595,11.0,3.0,0.0,2,44,KSČM,15,1.0,0.0
596,0.0,1.0,0.0,2,44,KDU-ČSL,10,1.0,8.0
597,0.0,1.0,1.0,2,44,TOP09,7,1.0,4.0
598,0.0,2.0,0.0,2,44,STAN,6,0.0,4.0
600,1.0,3.0,3.0,2,45,ANO,78,1.0,70.0
601,16.0,1.0,8.0,2,45,ODS,25,0.0,0.0
602,20.0,1.0,0.0,2,45,Piráti,22,1.0,0.0
603,0.0,0.0,0.0,2,45,SPD,22,1.0,21.0
604,9.0,1.0,1.0,2,45,ČSSD,15,4.0,0.0
605,1.0,6.0,0.0,2,45,KSČM,15,1.0,7.0
606,8.0,1.0,0.0,2,45,KDU-ČSL,10,1.0,0.0
607,3.0,2.0,1.0,2,45,TOP09,7,1.0,0.0
608,5.0,1.0,0.0,2,45,STAN,6,0.0,0.0
610,74.0,0.0,3.0,2,46,ANO,78,1.0,0.0
611,0.0,2.0,8.0,2,46,ODS,25,0.0,15.0
612,0.0,1.0,0.0,2,46,Piráti,22,1.0,20.0
613,21.0,0.0,0.0,2,46,SPD,22,1.0,0.0
614,0.0,5.0,1.0,2,46,ČSSD,15,4.0,5.0
615,13.0,1.0,0.0,2,46,KSČM,15,1.0,0.0
616,0.0,1.0,0.0,2,46,KDU-ČSL,10,1.0,8.0
617,0.0,1.0,1.0,2,46,TOP09,7,1.0,4.0
618,0.0,1.0,0.0,2,46,STAN,6,0.0,5.0
620,0.0,2.0,3.0,2,47,ANO,78,1.0,72.0
621,16.0,1.0,8.0,2,47,ODS,25,0.0,0.0
622,20.0,1.0,0.0,2,47,Piráti,22,1.0,0.0
623,0.0,0.0,0.0,2,47,SPD,22,1.0,21.0
624,9.0,1.0,1.0,2,47,ČSSD,15,4.0,0.0
625,1.0,7.0,0.0,2,47,KSČM,15,1.0,6.0
626,8.0,1.0,0.0,2,47,KDU-ČSL,10,1.0,0.0
627,3.0,2.0,1.0,2,47,TOP09,7,1.0,0.0
628,5.0,1.0,0.0,2,47,STAN,6,0.0,0.0
630,72.0,2.0,3.0,2,48,ANO,78,1.0,0.0
631,0.0,1.0,8.0,2,48,ODS,25,0.0,16.0
632,0.0,1.0,0.0,2,48,Piráti,22,1.0,20.0
633,21.0,0.0,0.0,2,48,SPD,22,1.0,0.0
634,0.0,5.0,1.0,2,48,ČSSD,15,4.0,5.0
635,11.0,3.0,0.0,2,48,KSČM,15,1.0,0.0
636,0.0,1.0,0.0,2,48,KDU-ČSL,10,1.0,8.0
637,0.0,2.0,1.0,2,48,TOP09,7,1.0,3.0
638,0.0,1.0,0.0,2,48,STAN,6,0.0,5.0
640,61.0,8.0,5.0,2,49,ANO,78,1.0,3.0
641,12.0,4.0,9.0,2,49,ODS,25,0.0,0.0
642,17.0,3.0,1.0,2,49,Piráti,22,1.0,0.0
643,20.0,1.0,0.0,2,49,SPD,22,1.0,0.0
644,9.0,1.0,1.0,2,49,ČSSD,15,4.0,0.0
645,12.0,2.0,0.0,2,49,KSČM,15,1.0,0.0
646,8.0,1.0,0.0,2,49,KDU-ČSL,10,1.0,0.0
647,2.0,2.0,2.0,2,49,TOP09,7,1.0,0.0
648,5.0,1.0,0.0,2,49,STAN,6,0.0,0.0
650,62.0,1.0,14.0,2,50,ANO,78,1.0,0.0
651,13.0,0.0,12.0,2,50,ODS,25,0.0,0.0
652,18.0,1.0,2.0,2,50,Piráti,22,1.0,0.0
653,19.0,1.0,1.0,2,50,SPD,22,1.0,0.0
654,8.0,0.0,3.0,2,50,ČSSD,15,4.0,0.0
655,12.0,0.0,2.0,2,50,KSČM,15,1.0,0.0
656,9.0,0.0,0.0,2,50,KDU-ČSL,10,1.0,0.0
657,4.0,0.0,2.0,2,50,TOP09,7,1.0,0.0
658,4.0,0.0,2.0,2,50,STAN,6,0.0,0.0
660,64.0,2.0,7.0,2,51,ANO,78,5.0,0.0
661,17.0,1.0,5.0,2,51,ODS,25,2.0,0.0
662,16.0,1.0,3.0,2,51,Piráti,22,2.0,0.0
663,20.0,0.0,0.0,2,51,SPD,22,2.0,0.0
664,6.0,0.0,2.0,2,51,ČSSD,15,7.0,0.0
665,10.0,0.0,4.0,2,51,KSČM,15,1.0,0.0
666,7.0,0.0,0.0,2,51,KDU-ČSL,10,3.0,0.0
667,4.0,0.0,1.0,2,51,TOP09,7,2.0,0.0
668,5.0,0.0,1.0,2,51,STAN,6,0.0,0.0
670,10.0,60.0,2.0,2,52,ANO,78,5.0,1.0
671,14.0,7.0,2.0,2,52,ODS,25,2.0,0.0
672,7.0,12.0,1.0,2,52,Piráti,22,2.0,0.0
673,1.0,19.0,0.0,2,52,SPD,22,2.0,0.0
674,6.0,1.0,1.0,2,52,ČSSD,15,7.0,0.0
675,7.0,6.0,1.0,2,52,KSČM,15,1.0,0.0
676,7.0,0.0,0.0,2,52,KDU-ČSL,10,3.0,0.0
677,4.0,0.0,1.0,2,52,TOP09,7,2.0,0.0
678,4.0,2.0,0.0,2,52,STAN,6,0.0,0.0
680,8.0,14.0,4.0,2,53,ANO,78,5.0,47.0
681,22.0,0.0,1.0,2,53,ODS,25,2.0,0.0
682,19.0,1.0,0.0,2,53,Piráti,22,2.0,0.0
683,0.0,0.0,0.0,2,53,SPD,22,2.0,20.0
684,6.0,1.0,1.0,2,53,ČSSD,15,7.0,0.0
685,8.0,4.0,1.0,2,53,KSČM,15,1.0,1.0
686,7.0,0.0,0.0,2,53,KDU-ČSL,10,3.0,0.0
687,4.0,0.0,1.0,2,53,TOP09,7,2.0,0.0
688,5.0,0.0,1.0,2,53,STAN,6,0.0,0.0
690,71.0,0.0,2.0,2,54,ANO,78,5.0,0.0
691,22.0,1.0,0.0,2,54,ODS,25,2.0,0.0
692,19.0,1.0,0.0,2,54,Piráti,22,2.0,0.0
693,19.0,1.0,0.0,2,54,SPD,22,2.0,0.0
694,6.0,1.0,1.0,2,54,ČSSD,15,7.0,0.0
695,13.0,0.0,1.0,2,54,KSČM,15,1.0,0.0
696,7.0,0.0,0.0,2,54,KDU-ČSL,10,3.0,0.0
697,4.0,0.0,1.0,2,54,TOP09,7,2.0,0.0
698,5.0,0.0,1.0,2,54,STAN,6,0.0,0.0
700,71.0,0.0,2.0,2,55,ANO,78,5.0,0.0
701,22.0,1.0,0.0,2,55,ODS,25,2.0,0.0
702,20.0,0.0,0.0,2,55,Piráti,22,2.0,0.0
703,20.0,0.0,0.0,2,55,SPD,22,2.0,0.0
704,7.0,0.0,1.0,2,55,ČSSD,15,7.0,0.0
705,13.0,0.0,1.0,2,55,KSČM,15,1.0,0.0
706,6.0,1.0,0.0,2,55,KDU-ČSL,10,3.0,0.0
707,3.0,1.0,1.0,2,55,TOP09,7,2.0,0.0
708,6.0,0.0,0.0,2,55,STAN,6,0.0,0.0
710,71.0,0.0,2.0,2,56,ANO,78,5.0,0.0
711,11.0,12.0,0.0,2,56,ODS,25,2.0,0.0
712,15.0,4.0,0.0,2,56,Piráti,22,2.0,1.0
713,20.0,0.0,0.0,2,56,SPD,22,2.0,0.0
714,7.0,0.0,1.0,2,56,ČSSD,15,7.0,0.0
715,13.0,0.0,1.0,2,56,KSČM,15,1.0,0.0
716,6.0,1.0,0.0,2,56,KDU-ČSL,10,3.0,0.0
717,4.0,0.0,1.0,2,56,TOP09,7,2.0,0.0
718,6.0,0.0,0.0,2,56,STAN,6,0.0,0.0
720,71.0,0.0,2.0,2,57,ANO,78,5.0,0.0
721,23.0,0.0,0.0,2,57,ODS,25,2.0,0.0
722,18.0,2.0,0.0,2,57,Piráti,22,2.0,0.0
723,20.0,0.0,0.0,2,57,SPD,22,2.0,0.0
724,7.0,0.0,1.0,2,57,ČSSD,15,7.0,0.0
725,13.0,0.0,1.0,2,57,KSČM,15,1.0,0.0
726,6.0,1.0,0.0,2,57,KDU-ČSL,10,3.0,0.0
727,4.0,0.0,1.0,2,57,TOP09,7,2.0,0.0
728,6.0,0.0,0.0,2,57,STAN,6,0.0,0.0
730,68.0,3.0,2.0,2,58,ANO,78,5.0,0.0
731,23.0,0.0,0.0,2,58,ODS,25,2.0,0.0
732,20.0,0.0,0.0,2,58,Piráti,22,2.0,0.0
733,20.0,0.0,0.0,2,58,SPD,22,2.0,0.0
734,7.0,0.0,1.0,2,58,ČSSD,15,7.0,0.0
735,13.0,0.0,1.0,2,58,KSČM,15,1.0,0.0
736,6.0,1.0,0.0,2,58,KDU-ČSL,10,3.0,0.0
737,4.0,0.0,1.0,2,58,TOP09,7,2.0,0.0
738,6.0,0.0,0.0,2,58,STAN,6,0.0,0.0
740,71.0,0.0,2.0,2,59,ANO,78,5.0,0.0
741,23.0,0.0,0.0,2,59,ODS,25,2.0,0.0
742,20.0,0.0,0.0,2,59,Piráti,22,2.0,0.0
743,20.0,0.0,0.0,2,59,SPD,22,2.0,0.0
744,7.0,0.0,1.0,2,59,ČSSD,15,7.0,0.0
745,13.0,0.0,1.0,2,59,KSČM,15,1.0,0.0
746,6.0,1.0,0.0,2,59,KDU-ČSL,10,3.0,0.0
747,4.0,0.0,1.0,2,59,TOP09,7,2.0,0.0
748,6.0,0.0,0.0,2,59,STAN,6,0.0,0.0
750,71.0,0.0,2.0,2,60,ANO,78,5.0,0.0
751,21.0,1.0,0.0,2,60,ODS,25,2.0,1.0
752,13.0,4.0,0.0,2,60,Piráti,22,2.0,3.0
753,19.0,1.0,0.0,2,60,SPD,22,2.0,0.0
754,2.0,6.0,0.0,2,60,ČSSD,15,7.0,0.0
755,13.0,0.0,1.0,2,60,KSČM,15,1.0,0.0
756,5.0,2.0,0.0,2,60,KDU-ČSL,10,3.0,0.0
757,4.0,0.0,1.0,2,60,TOP09,7,2.0,0.0
758,6.0,0.0,0.0,2,60,STAN,6,0.0,0.0
760,71.0,0.0,2.0,2,61,ANO,78,5.0,0.0
761,23.0,0.0,0.0,2,61,ODS,25,2.0,0.0
762,20.0,0.0,0.0,2,61,Piráti,22,2.0,0.0
763,20.0,0.0,0.0,2,61,SPD,22,2.0,0.0
764,8.0,0.0,0.0,2,61,ČSSD,15,7.0,0.0
765,12.0,1.0,1.0,2,61,KSČM,15,1.0,0.0
766,6.0,1.0,0.0,2,61,KDU-ČSL,10,3.0,0.0
767,4.0,0.0,1.0,2,61,TOP09,7,2.0,0.0
768,6.0,0.0,0.0,2,61,STAN,6,0.0,0.0
770,71.0,0.0,2.0,2,62,ANO,78,5.0,0.0
771,23.0,0.0,0.0,2,62,ODS,25,2.0,0.0
772,16.0,4.0,0.0,2,62,Piráti,22,2.0,0.0
773,20.0,0.0,0.0,2,62,SPD,22,2.0,0.0
774,8.0,0.0,0.0,2,62,ČSSD,15,7.0,0.0
775,13.0,0.0,1.0,2,62,KSČM,15,1.0,0.0
776,6.0,1.0,0.0,2,62,KDU-ČSL,10,3.0,0.0
777,4.0,0.0,1.0,2,62,TOP09,7,2.0,0.0
778,6.0,0.0,0.0,2,62,STAN,6,0.0,0.0
780,2.0,69.0,2.0,2,63,ANO,78,5.0,0.0
781,1.0,22.0,0.0,2,63,ODS,25,2.0,0.0
782,0.0,19.0,0.0,2,63,Piráti,22,2.0,1.0
783,0.0,20.0,0.0,2,63,SPD,22,2.0,0.0
784,0.0,6.0,1.0,2,63,ČSSD,15,7.0,1.0
785,11.0,2.0,1.0,2,63,KSČM,15,1.0,0.0
786,0.0,7.0,0.0,2,63,KDU-ČSL,10,3.0,0.0
787,0.0,4.0,1.0,2,63,TOP09,7,2.0,0.0
788,1.0,5.0,0.0,2,63,STAN,6,0.0,0.0
790,62.0,9.0,2.0,2,64,ANO,78,5.0,0.0
791,1.0,2.0,0.0,2,64,ODS,25,2.0,20.0
792,0.0,2.0,0.0,2,64,Piráti,22,2.0,18.0
793,20.0,0.0,0.0,2,64,SPD,22,2.0,0.0
794,0.0,1.0,1.0,2,64,ČSSD,15,7.0,6.0
795,12.0,1.0,1.0,2,64,KSČM,15,1.0,0.0
796,0.0,3.0,0.0,2,64,KDU-ČSL,10,3.0,4.0
797,0.0,0.0,1.0,2,64,TOP09,7,2.0,4.0
798,0.0,0.0,0.0,2,64,STAN,6,0.0,6.0
800,71.0,0.0,2.0,2,65,ANO,78,5.0,0.0
801,23.0,0.0,0.0,2,65,ODS,25,2.0,0.0
802,20.0,0.0,0.0,2,65,Piráti,22,2.0,0.0
803,20.0,0.0,0.0,2,65,SPD,22,2.0,0.0
804,8.0,0.0,0.0,2,65,ČSSD,15,7.0,0.0
805,13.0,0.0,1.0,2,65,KSČM,15,1.0,0.0
806,6.0,1.0,0.0,2,65,KDU-ČSL,10,3.0,0.0
807,4.0,0.0,1.0,2,65,TOP09,7,2.0,0.0
808,6.0,0.0,0.0,2,65,STAN,6,0.0,0.0
810,71.0,0.0,2.0,2,66,ANO,78,5.0,0.0
811,23.0,0.0,0.0,2,66,ODS,25,2.0,0.0
812,20.0,0.0,0.0,2,66,Piráti,22,2.0,0.0
813,20.0,0.0,0.0,2,66,SPD,22,2.0,0.0
814,8.0,0.0,0.0,2,66,ČSSD,15,7.0,0.0
815,13.0,0.0,1.0,2,66,KSČM,15,1.0,0.0
816,6.0,1.0,0.0,2,66,KDU-ČSL,10,3.0,0.0
817,4.0,0.0,1.0,2,66,TOP09,7,2.0,0.0
818,5.0,1.0,0.0,2,66,STAN,6,0.0,0.0
820,71.0,1.0,1.0,2,67,ANO,78,5.0,0.0
821,23.0,0.0,0.0,2,67,ODS,25,2.0,0.0
822,7.0,11.0,0.0,2,67,Piráti,22,2.0,2.0
823,20.0,0.0,0.0,2,67,SPD,22,2.0,0.0
824,8.0,0.0,0.0,2,67,ČSSD,15,7.0,0.0
825,13.0,0.0,1.0,2,67,KSČM,15,1.0,0.0
826,6.0,1.0,0.0,2,67,KDU-ČSL,10,3.0,0.0
827,4.0,0.0,1.0,2,67,TOP09,7,2.0,0.0
828,6.0,0.0,0.0,2,67,STAN,6,0.0,0.0
830,71.0,1.0,1.0,2,68,ANO,78,5.0,0.0
831,21.0,1.0,0.0,2,68,ODS,25,2.0,1.0
832,20.0,0.0,0.0,2,68,Piráti,22,2.0,0.0
833,20.0,0.0,0.0,2,68,SPD,22,2.0,0.0
834,7.0,1.0,0.0,2,68,ČSSD,15,7.0,0.0
835,13.0,0.0,1.0,2,68,KSČM,15,1.0,0.0
836,6.0,1.0,0.0,2,68,KDU-ČSL,10,3.0,0.0
837,4.0,0.0,1.0,2,68,TOP09,7,2.0,0.0
838,6.0,0.0,0.0,2,68,STAN,6,0.0,0.0
840,72.0,0.0,1.0,2,69,ANO,78,5.0,0.0
841,21.0,1.0,0.0,2,69,ODS,25,2.0,1.0
842,20.0,0.0,0.0,2,69,Piráti,22,2.0,0.0
843,20.0,0.0,0.0,2,69,SPD,22,2.0,0.0
844,7.0,1.0,0.0,2,69,ČSSD,15,7.0,0.0
845,13.0,0.0,1.0,2,69,KSČM,15,1.0,0.0
846,6.0,1.0,0.0,2,69,KDU-ČSL,10,3.0,0.0
847,4.0,0.0,1.0,2,69,TOP09,7,2.0,0.0
848,6.0,0.0,0.0,2,69,STAN,6,0.0,0.0
850,72.0,0.0,1.0,2,70,ANO,78,5.0,0.0
851,21.0,1.0,1.0,2,70,ODS,25,2.0,0.0
852,3.0,13.0,0.0,2,70,Piráti,22,2.0,4.0
853,20.0,0.0,0.0,2,70,SPD,22,2.0,0.0
854,8.0,0.0,0.0,2,70,ČSSD,15,7.0,0.0
855,13.0,0.0,1.0,2,70,KSČM,15,1.0,0.0
856,5.0,2.0,0.0,2,70,KDU-ČSL,10,3.0,0.0
857,4.0,0.0,2.0,2,70,TOP09,7,1.0,0.0
858,6.0,0.0,0.0,2,70,STAN,6,0.0,0.0
860,72.0,0.0,1.0,2,71,ANO,78,5.0,0.0
861,21.0,2.0,0.0,2,71,ODS,25,2.0,0.0
862,21.0,0.0,0.0,2,71,Piráti,22,1.0,0.0
863,20.0,0.0,0.0,2,71,SPD,22,2.0,0.0
864,6.0,1.0,1.0,2,71,ČSSD,15,7.0,0.0
865,12.0,1.0,1.0,2,71,KSČM,15,1.0,0.0
866,5.0,2.0,0.0,2,71,KDU-ČSL,10,3.0,0.0
867,4.0,1.0,1.0,2,71,TOP09,7,1.0,0.0
868,4.0,2.0,0.0,2,71,STAN,6,0.0,0.0
870,71.0,1.0,1.0,2,72,ANO,78,5.0,0.0
871,19.0,4.0,0.0,2,72,ODS,25,2.0,0.0
872,21.0,0.0,0.0,2,72,Piráti,22,1.0,0.0
873,17.0,3.0,0.0,2,72,SPD,22,2.0,0.0
874,5.0,2.0,1.0,2,72,ČSSD,15,7.0,0.0
875,13.0,0.0,1.0,2,72,KSČM,15,1.0,0.0
876,4.0,2.0,1.0,2,72,KDU-ČSL,10,3.0,0.0
877,5.0,0.0,1.0,2,72,TOP09,7,1.0,0.0
878,3.0,3.0,0.0,2,72,STAN,6,0.0,0.0
880,70.0,2.0,1.0,2,73,ANO,78,5.0,0.0
881,19.0,3.0,0.0,2,73,ODS,25,2.0,1.0
882,21.0,0.0,0.0,2,73,Piráti,22,1.0,0.0
883,20.0,0.0,0.0,2,73,SPD,22,2.0,0.0
884,6.0,1.0,1.0,2,73,ČSSD,15,7.0,0.0
885,13.0,0.0,1.0,2,73,KSČM,15,1.0,0.0
886,6.0,0.0,1.0,2,73,KDU-ČSL,10,3.0,0.0
887,5.0,0.0,1.0,2,73,TOP09,7,1.0,0.0
888,5.0,1.0,0.0,2,73,STAN,6,0.0,0.0
890,71.0,1.0,1.0,2,74,ANO,78,5.0,0.0
891,22.0,1.0,0.0,2,74,ODS,25,2.0,0.0
892,21.0,0.0,0.0,2,74,Piráti,22,1.0,0.0
893,20.0,0.0,0.0,2,74,SPD,22,2.0,0.0
894,6.0,1.0,1.0,2,74,ČSSD,15,7.0,0.0
895,13.0,0.0,1.0,2,74,KSČM,15,1.0,0.0
896,6.0,0.0,1.0,2,74,KDU-ČSL,10,3.0,0.0
897,6.0,0.0,0.0,2,74,TOP09,7,1.0,0.0
898,5.0,1.0,0.0,2,74,STAN,6,0.0,0.0
900,52.0,0.0,23.0,3,1,ANO,78,3.0,0.0
901,14.0,1.0,10.0,3,1,ODS,25,0.0,0.0
902,18.0,1.0,3.0,3,1,Piráti,22,0.0,0.0
903,19.0,0.0,2.0,3,1,SPD,22,1.0,0.0
904,6.0,0.0,5.0,3,1,ČSSD,15,4.0,0.0
905,12.0,0.0,3.0,3,1,KSČM,15,0.0,0.0
906,5.0,0.0,4.0,3,1,KDU-ČSL,10,1.0,0.0
907,1.0,1.0,4.0,3,1,TOP09,7,1.0,0.0
908,4.0,0.0,0.0,3,1,STAN,6,2.0,0.0
910,63.0,0.0,12.0,3,2,ANO,78,3.0,0.0
911,22.0,0.0,3.0,3,2,ODS,25,0.0,0.0
912,2.0,9.0,0.0,3,2,Piráti,22,0.0,11.0
913,20.0,1.0,0.0,3,2,SPD,22,1.0,0.0
914,9.0,0.0,2.0,3,2,ČSSD,15,4.0,0.0
915,13.0,0.0,2.0,3,2,KSČM,15,0.0,0.0
916,7.0,0.0,2.0,3,2,KDU-ČSL,10,1.0,0.0
917,5.0,0.0,1.0,3,2,TOP09,7,1.0,0.0
918,4.0,0.0,0.0,3,2,STAN,6,2.0,0.0
920,0.0,61.0,4.0,3,3,ANO,78,2.0,11.0
921,0.0,22.0,3.0,3,3,ODS,25,0.0,0.0
922,0.0,22.0,0.0,3,3,Piráti,22,0.0,0.0
923,0.0,20.0,1.0,3,3,SPD,22,1.0,0.0
924,0.0,4.0,1.0,3,3,ČSSD,15,3.0,7.0
925,0.0,2.0,0.0,3,3,KSČM,15,0.0,13.0
926,0.0,5.0,1.0,3,3,KDU-ČSL,10,1.0,3.0
927,5.0,0.0,1.0,3,3,TOP09,7,1.0,0.0
928,3.0,1.0,0.0,3,3,STAN,6,2.0,0.0
930,0.0,1.0,2.0,3,4,ANO,78,2.0,73.0
931,0.0,20.0,3.0,3,4,ODS,25,0.0,2.0
932,0.0,22.0,0.0,3,4,Piráti,22,0.0,0.0
933,0.0,20.0,1.0,3,4,SPD,22,1.0,0.0
934,0.0,0.0,1.0,3,4,ČSSD,15,3.0,11.0
935,0.0,0.0,0.0,3,4,KSČM,15,0.0,15.0
